Id,Prediction
420,1
421,1
422,0
423,1
424,0
425,1
426,1
427,0
428,0
429,0
430,0
431,1
432,0
433,1
434,1
435,0
436,0
437,0
438,1
439,1
440,0
441,0
442,0
443,1
444,0
445,1
446,0
447,1
448,0
449,0
450,1
451,1
452,0
453,1
454,1
455,1
456,1
457,1
458,1
459,0
460,1
461,0
462,1
463,0
464,0
465,0
466,0
467,0
468,0
469,1
470,0
471,1
472,0
473,0
474,1
475,1
476,0
477,0
478,1
479,0
480,0
481,1
482,1
483,0
484,0
485,1
486,0
487,1
488,1
489,1
490,0
491,1
492,0
493,0
494,0
495,1
496,0
497,0
498,0
499,1
500,0
501,0
502,0
503,1
504,1
505,0
506,1
507,0
508,1
509,1
510,1
511,0
512,1
513,0
514,0
515,0
516,1
517,1
518,0
519,1
520,1
521,1
522,0
523,0
524,1
525,1
526,0
527,1
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,1
536,1
537,0
538,0
539,1
540,1
541,0
542,1
543,0
544,1
545,1
546,1
547,1
548,1
549,0
550,0
551,1
552,1
553,0
554,0
555,1
556,0
557,0
558,0
559,1
560,1
561,1
562,1
563,1
564,1
565,0
566,1
567,0
568,0
569,0
570,0
571,0
572,1
573,1
574,1
575,1
576,0
577,1
578,0
579,0
580,1
581,1
582,0
583,1
584,1
585,0
586,1
587,0
588,1
589,1
590,1
591,0
592,1
593,1
594,1
595,1
596,1
597,1
598,1
599,1
600,1
601,0
602,1
603,0
604,0
605,0
606,0
607,1
608,1
609,0
610,0
611,0
612,0
613,1
614,0
615,0
616,1
617,0
618,0
619,0
620,0
621,1
622,1
623,0
624,0
625,0
626,1
627,1
628,1
629,1
630,0
631,0
632,1
633,0
634,0
635,1
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,1
644,0
645,0
646,1
647,1
648,0
649,0
650,1
651,0
652,1
653,0
654,1
655,1
656,0
657,0
658,0
659,0
660,0
661,0
662,1
663,0
664,1
665,0
666,1
667,0
668,0
669,0
670,1
671,1
672,0
673,0
674,0
675,0
676,0
677,1
678,1
679,1
680,0
681,0
682,0
683,1
684,0
685,0
686,0
687,1
688,0
689,0
690,1
691,0
692,0
693,1
694,1
695,1
696,1
697,0
698,1
699,1
700,1
701,1
702,1
703,0
704,1
705,1
706,0
707,0
708,0
709,0
710,1
711,1
712,1
713,0
714,1
715,0
716,0
717,0
718,0
719,1
720,0
721,1
722,0
723,0
724,1
725,1
726,1
727,0
728,1
729,1
730,1
731,1
732,1
733,1
734,1
735,0
736,1
737,1
738,1
739,0
740,1
741,1
742,1
743,1
744,0
745,1
746,1
747,0
748,0
749,1
750,0
751,1
752,0
753,1
754,0
755,0
756,0
757,0
758,0
759,1
760,0
761,0
762,0
763,1
764,0
765,0
766,1
767,1
768,1
769,1
770,0
771,0
772,0
773,1
774,1
775,0
776,1
777,0
778,0
779,0
780,1
781,1
782,0
783,0
784,0
785,1
786,0
787,0
788,1
789,0
790,0
791,0
792,0
793,1
794,0
795,0
796,1
797,1
798,1
799,1
800,1
801,0
802,0
803,1
804,0
805,0
806,0
807,1
808,0
809,1
810,0
811,0
812,1
813,1
814,1
815,0
816,1
817,1
818,1
819,1
820,1
821,1
822,1
823,0
824,1
825,0
826,1
827,0
828,1
829,0
830,0
831,1
832,0
833,0
834,1
835,0
836,1
837,0
838,0
839,1
840,1
841,1
842,1
843,0
844,0
845,1
846,1
847,0
848,0
849,1
850,1
851,1
852,0
853,0
854,1
855,1
856,0
857,0
858,0
859,0
860,0
861,0
862,1
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,0
871,1
872,0
873,0
874,1
875,1
876,1
877,0
878,1
879,1
880,1
881,1
882,0
883,1
884,1
885,1
886,1
887,1
888,0
889,1
890,1
891,1
892,0
893,1
894,0
895,1
896,1
897,1
898,1
899,0
900,1
901,1
902,1
903,0
904,1
905,0
906,0
907,0
908,1
909,0
910,1
911,1
912,0
913,1
914,1
915,1
916,1
917,1
918,1
919,1
920,0
921,0
922,0
923,0
924,1
925,0
926,1
927,1
928,0
929,0
930,0
931,0
932,1
933,1
934,0
935,0
936,0
937,1
938,0
939,1
940,0
941,1
942,1
943,0
944,1
945,0
946,0
947,1
948,0
949,1
950,0
951,1
952,1
953,1
954,0
955,0
956,1
957,1
958,0
959,1
960,1
961,0
962,0
963,0
964,0
965,0
966,0
967,1
968,1
969,1
970,0
971,0
972,1
973,0
974,1
975,1
976,1
977,1
978,1
979,0
980,0
981,0
982,0
983,1
984,0
985,1
986,1
987,0
988,0
989,1
990,1
991,0
992,0
993,0
994,0
995,0
996,0
997,1
998,0
999,0
1000,0
1001,1
1002,1
1003,0
1004,1
1005,1
1006,1
1007,0
1008,0
1009,0
1010,0
1011,0
1012,1
1013,1
1014,0
1015,1
1016,1
1017,0
1018,1
1019,1
1020,0
1021,0
1022,1
1023,0
1024,1
1025,1
1026,0
1027,0
1028,0
1029,1
1030,1
1031,1
1032,1
1033,0
1034,1
1035,0
1036,1
1037,0
1038,1
1039,1
1040,0
1041,1
1042,1
1043,1
1044,1
1045,0
1046,1
1047,1
1048,1
1049,1
1050,0
1051,1
1052,1
1053,1
1054,1
1055,0
1056,1
1057,0
1058,1
1059,1
1060,1
1061,1
1062,0
1063,1
1064,1
1065,1
1066,0
1067,0
1068,0
1069,1
1070,0
1071,0
1072,0
1073,0
1074,1
1075,0
1076,0
1077,1
1078,0
1079,0
1080,0
1081,0
1082,1
1083,0
1084,1
1085,0
1086,0
1087,0
1088,0
1089,0
1090,1
1091,0
1092,1
1093,0
1094,0
1095,1
1096,1
1097,1
1098,1
1099,1
1100,0
1101,0
1102,0
1103,0
1104,0
1105,0
1106,0
1107,1
1108,0
1109,1
1110,0
1111,1
1112,0
1113,0
1114,1
1115,0
1116,0
1117,0
1118,1
1119,1
1120,1
1121,1
1122,0
1123,1
1124,1
1125,0
1126,0
1127,0
1128,0
1129,1
1130,1
1131,0
1132,0
1133,1
1134,1
1135,1
1136,0
1137,0
1138,0
1139,1
1140,0
1141,0
1142,0
1143,1
1144,1
1145,0
1146,1
1147,0
1148,1
1149,1
1150,1
1151,1
1152,0
1153,1
1154,0
1155,1
1156,1
1157,1
1158,0
1159,1
1160,1
1161,0
1162,0
1163,0
1164,1
1165,0
1166,1
1167,0
1168,0
1169,0
1170,1
1171,1
1172,0
1173,1
1174,0
1175,0
1176,1
1177,1
1178,0
1179,0
1180,0
1181,1
1182,1
1183,0
1184,0
1185,1
1186,1
1187,0
1188,1
1189,1
1190,0
1191,1
1192,0
1193,1
1194,1
1195,0
1196,0
1197,1
1198,0
1199,0
1200,1
1201,1
1202,1
1203,1
1204,1
1205,0
1206,1
1207,1
1208,1
1209,0
1210,0
1211,0
1212,0
1213,1
1214,1
1215,1
1216,1
1217,0
1218,1
1219,0
1220,0
1221,0
1222,1
1223,0
1224,1
1225,1
1226,1
1227,0
1228,0
1229,0
1230,0
1231,0
1232,0
1233,1
1234,0
1235,0
1236,1
1237,0
1238,0
1239,0
1240,0
1241,0
1242,1
1243,1
1244,0
1245,0
1246,0
1247,0
1248,1
1249,1
1250,1
1251,0
1252,0
1253,1
1254,1
1255,1
1256,1
1257,1
1258,1
1259,1
1260,0
1261,0
1262,0
1263,0
1264,0
1265,1
1266,1
1267,1
1268,0
1269,1
1270,1
1271,1
1272,1
1273,0
1274,0
1275,0
1276,1
1277,0
1278,1
1279,1
1280,1
1281,1
1282,0
1283,1
1284,0
1285,0
1286,1
1287,1
1288,0
1289,0
1290,0
1291,0
1292,0
1293,1
1294,1
1295,0
1296,1
1297,0
1298,0
1299,0
1300,1
1301,0
1302,0
1303,1
1304,0
1305,0
1306,1
1307,0
1308,0
1309,1
1310,1
1311,1
1312,0
1313,0
1314,0
1315,1
1316,1
1317,1
1318,0
1319,0
1320,0
1321,0
1322,1
1323,1
1324,0
1325,0
1326,0
1327,1
1328,0
1329,1
1330,1
1331,0
1332,1
1333,0
1334,1
1335,1
1336,1
1337,1
1338,1
1339,0
1340,0
1341,0
1342,1
1343,1
1344,1
1345,1
1346,0
1347,1
1348,0
1349,1
1350,1
1351,1
1352,0
1353,0
1354,0
1355,1
1356,1
1357,0
1358,1
1359,1
1360,1
1361,1
1362,0
1363,1
1364,1
1365,1
1366,1
1367,1
1368,0
1369,0
1370,1
1371,1
1372,1
1373,0
1374,1
1375,1
1376,0
1377,1
1378,1
1379,1
1380,1
1381,1
1382,1
1383,1
1384,0
1385,1
1386,1
1387,1
1388,1
1389,0
1390,1
1391,1
1392,0
1393,1
1394,0
1395,1
1396,0
1397,0
1398,1
1399,0
1400,1
1401,1
1402,0
1403,1
1404,1
1405,0
1406,1
1407,1
1408,1
1409,1
1410,1
1411,0
1412,0
1413,0
1414,1
1415,0
1416,0
1417,0
1418,1
1419,0
1420,0
1421,0
1422,1
1423,1
1424,1
1425,1
1426,0
1427,1
1428,1
1429,1
1430,1
1431,1
1432,0
1433,1
1434,0
1435,0
1436,0
1437,1
1438,0
1439,0
1440,0
1441,1
1442,0
1443,1
1444,1
1445,0
1446,0
1447,0
1448,1
1449,1
1450,0
1451,0
1452,1
1453,0
1454,1
1455,0
1456,0
1457,1
1458,0
1459,1
1460,1
1461,1
1462,1
1463,1
1464,0
1465,0
1466,1
1467,0
1468,0
1469,1
1470,1
1471,0
1472,0
1473,0
1474,0
1475,0
1476,1
1477,1
1478,1
1479,0
1480,0
1481,1
1482,1
1483,1
1484,1
1485,0
1486,0
1487,0
1488,0
1489,0
1490,0
1491,1
1492,0
1493,0
1494,0
1495,1
1496,1
1497,1
1498,1
1499,1
1500,1
1501,1
1502,1
1503,0
1504,0
1505,0
1506,0
1507,1
1508,0
1509,1
1510,0
1511,0
1512,0
1513,1
1514,0
1515,0
1516,0
1517,0
1518,0
1519,0
1520,1
1521,1
1522,1
1523,0
1524,0
1525,0
1526,0
1527,1
1528,0
1529,0
1530,1
1531,0
1532,0
1533,1
1534,0
1535,1
1536,1
1537,1
1538,1
1539,1
1540,1
1541,1
1542,0
1543,0
1544,1
1545,1
1546,1
1547,0
1548,0
1549,0
1550,0
1551,0
1552,0
1553,1
1554,0
1555,1
1556,0
1557,1
1558,0
1559,0
1560,0
1561,1
1562,0
1563,0
1564,0
1565,0
1566,0
1567,0
1568,1
1569,0
1570,0
1571,1
1572,0
1573,0
1574,0
1575,0
1576,1
1577,1
1578,1
1579,1
1580,1
1581,1
1582,1
1583,1
1584,1
1585,1
1586,1
1587,1
1588,0
1589,1
1590,0
1591,0
1592,0
1593,1
1594,1
1595,1
1596,1
1597,1
1598,0
1599,1
1600,1
1601,1
1602,1
1603,0
1604,1
1605,1
1606,0
1607,1
1608,1
1609,0
1610,1
1611,1
1612,1
1613,0
1614,0
1615,1
1616,1
1617,1
1618,0
1619,0
1620,0
1621,0
1622,0
1623,0
1624,0
1625,0
1626,1
1627,1
1628,1
1629,0
1630,0
1631,1
1632,0
1633,1
1634,0
1635,1
1636,0
1637,1
1638,1
1639,0
1640,0
1641,0
1642,0
1643,1
1644,0
1645,1
1646,1
1647,1
1648,1
1649,0
1650,1
1651,1
1652,0
1653,1
1654,0
1655,0
1656,1
1657,0
1658,0
1659,1
1660,0
1661,0
1662,1
1663,1
1664,0
1665,0
1666,0
1667,0
1668,0
1669,1
1670,0
1671,0
1672,1
1673,0
1674,0
1675,1
1676,1
1677,1
1678,0
1679,1
1680,0
1681,0
1682,1
1683,0
1684,0
1685,0
1686,1
1687,0
1688,1
1689,0
1690,1
1691,1
1692,0
1693,0
1694,1
1695,0
1696,0
1697,1
1698,0
1699,0
1700,0
1701,0
1702,1
1703,1
1704,0
1705,1
1706,1
1707,0
1708,0
1709,0
1710,0
1711,0
1712,0
1713,0
1714,1
1715,1
1716,0
1717,1
1718,1
1719,1
1720,0
1721,0
1722,0
1723,1
1724,1
1725,1
1726,1
1727,1
1728,0
1729,0
1730,0
1731,0
1732,0
1733,0
1734,1
1735,1
1736,1
1737,1
1738,1
1739,0
1740,1
1741,1
1742,0
1743,0
1744,1
1745,0
1746,0
1747,1
